,State Name,county Name,Month,Day,AQI,Category,Defining Site,Latitude,Longitude
0,California,Alameda,1,1,53,Moderate,06-001-0009,37.743065,-122.169935
1,California,Alameda,1,2,43,Good,06-001-0013,37.864767,-122.302741
2,California,Alameda,1,3,74,Moderate,06-001-0013,37.864767,-122.302741
3,California,Alameda,1,4,45,Good,06-001-0007,37.687526,-121.784217
4,California,Alameda,1,5,33,Good,06-001-0007,37.687526,-121.784217
5,California,Alameda,1,6,35,Good,06-001-0013,37.864767,-122.302741
6,California,Alameda,1,7,49,Good,06-001-0013,37.864767,-122.302741
7,California,Alameda,1,8,36,Good,06-001-0012,37.793624,-122.263376
8,California,Alameda,1,9,30,Good,06-001-0007,37.687526,-121.784217
9,California,Alameda,1,10,38,Good,06-001-0013,37.864767,-122.302741
10,California,Alameda,1,11,37,Good,06-001-0013,37.864767,-122.302741
11,California,Alameda,1,12,33,Good,06-001-0012,37.793624,-122.263376
12,California,Alameda,1,13,33,Good,06-001-0007,37.687526,-121.784217
13,California,Alameda,1,14,32,Good,06-001-2001,37.654456,-122.031547
14,California,Alameda,1,15,36,Good,06-001-0013,37.864767,-122.302741
15,California,Alameda,1,16,35,Good,06-001-2001,37.654456,-122.031547
16,California,Alameda,1,17,42,Good,06-001-0011,37.814781,-122.282347
17,California,Alameda,1,18,42,Good,06-001-0015,37.701222,-121.903019
18,California,Alameda,1,19,39,Good,06-001-0015,37.701222,-121.903019
19,California,Alameda,1,20,60,Moderate,06-001-0013,37.864767,-122.302741
20,California,Alameda,1,21,34,Good,06-001-0015,37.701222,-121.903019
21,California,Alameda,1,22,40,Good,06-001-0012,37.793624,-122.263376
22,California,Alameda,1,23,47,Good,06-001-0013,37.864767,-122.302741
23,California,Alameda,1,24,48,Good,06-001-0013,37.864767,-122.302741
24,California,Alameda,1,25,40,Good,06-001-0009,37.743065,-122.169935
25,California,Alameda,1,26,35,Good,06-001-0007,37.687526,-121.784217
26,California,Alameda,1,27,41,Good,06-001-0013,37.864767,-122.302741
27,California,Alameda,1,28,40,Good,06-001-0013,37.864767,-122.302741
28,California,Alameda,1,29,49,Good,06-001-0013,37.864767,-122.302741
29,California,Alameda,1,30,40,Good,06-001-0013,37.864767,-122.302741
30,California,Alameda,1,31,54,Moderate,06-001-0013,37.864767,-122.302741
31,California,Alameda,2,1,66,Moderate,06-001-0013,37.864767,-122.302741
32,California,Alameda,2,2,35,Good,06-001-0011,37.814781,-122.282347
33,California,Alameda,2,3,34,Good,06-001-2001,37.654456,-122.031547
34,California,Alameda,2,4,36,Good,06-001-0012,37.793624,-122.263376
35,California,Alameda,2,5,46,Good,06-001-0013,37.864767,-122.302741
36,California,Alameda,2,6,53,Moderate,06-001-0013,37.864767,-122.302741
37,California,Alameda,2,7,56,Moderate,06-001-0015,37.701222,-121.903019
38,California,Alameda,2,8,48,Good,06-001-0015,37.701222,-121.903019
39,California,Alameda,2,9,34,Good,06-001-0013,37.864767,-122.302741
40,California,Alameda,2,10,38,Good,06-001-0013,37.864767,-122.302741
41,California,Alameda,2,11,45,Good,06-001-0012,37.793624,-122.263376
42,California,Alameda,2,12,53,Moderate,06-001-0013,37.864767,-122.302741
43,California,Alameda,2,13,39,Good,06-001-0015,37.701222,-121.903019
44,California,Alameda,2,14,42,Good,06-001-0013,37.864767,-122.302741
45,California,Alameda,2,15,54,Moderate,06-001-0013,37.864767,-122.302741
46,California,Alameda,2,16,38,Good,06-001-0011,37.814781,-122.282347
47,California,Alameda,2,17,41,Good,06-001-0007,37.687526,-121.784217
48,California,Alameda,2,18,48,Good,06-001-0013,37.864767,-122.302741
49,California,Alameda,2,19,49,Good,06-001-0013,37.864767,-122.302741
50,California,Alameda,2,20,55,Moderate,06-001-0013,37.864767,-122.302741
51,California,Alameda,2,21,56,Moderate,06-001-0012,37.793624,-122.263376
52,California,Alameda,2,22,55,Moderate,06-001-0013,37.864767,-122.302741
53,California,Alameda,2,23,36,Good,06-001-0011,37.814781,-122.282347
54,California,Alameda,2,24,36,Good,06-001-0013,37.864767,-122.302741
55,California,Alameda,2,25,54,Moderate,06-001-0013,37.864767,-122.302741
56,California,Alameda,2,26,54,Moderate,06-001-0013,37.864767,-122.302741
57,California,Alameda,2,27,56,Moderate,06-001-0013,37.864767,-122.302741
58,California,Alameda,2,28,55,Moderate,06-001-0013,37.864767,-122.302741
59,California,Alameda,2,29,39,Good,06-001-2001,37.654456,-122.031547
60,California,Alameda,3,1,37,Good,06-001-2001,37.654456,-122.031547
61,California,Alameda,3,2,38,Good,06-001-2001,37.654456,-122.031547
62,California,Alameda,3,3,43,Good,06-001-0013,37.864767,-122.302741
63,California,Alameda,3,4,52,Moderate,06-001-0013,37.864767,-122.302741
64,California,Alameda,3,5,52,Moderate,06-001-0015,37.701222,-121.903019
65,California,Alameda,3,6,33,Good,06-001-2001,37.654456,-122.031547
66,California,Alameda,3,7,33,Good,06-001-0011,37.814781,-122.282347
67,California,Alameda,3,8,36,Good,06-001-0011,37.814781,-122.282347
68,California,Alameda,3,9,37,Good,06-001-0007,37.687526,-121.784217
69,California,Alameda,3,10,35,Good,06-001-0012,37.793624,-122.263376
70,California,Alameda,3,11,40,Good,06-001-0013,37.864767,-122.302741
71,California,Alameda,3,12,46,Good,06-001-0013,37.864767,-122.302741
72,California,Alameda,3,13,55,Moderate,06-001-0013,37.864767,-122.302741
73,California,Alameda,3,14,36,Good,06-001-0011,37.814781,-122.282347
74,California,Alameda,3,15,40,Good,06-001-0011,37.814781,-122.282347
75,California,Alameda,3,16,38,Good,06-001-0011,37.814781,-122.282347
76,California,Alameda,3,17,35,Good,06-001-0011,37.814781,-122.282347
77,California,Alameda,3,18,36,Good,06-001-2001,37.654456,-122.031547
78,California,Alameda,3,19,37,Good,06-001-0007,37.687526,-121.784217
79,California,Alameda,3,20,37,Good,06-001-0007,37.687526,-121.784217
80,California,Alameda,3,21,38,Good,06-001-0007,37.687526,-121.784217
81,California,Alameda,3,22,38,Good,06-001-0007,37.687526,-121.784217
82,California,Alameda,3,23,38,Good,06-001-2001,37.654456,-122.031547
83,California,Alameda,3,24,38,Good,06-001-0011,37.814781,-122.282347
84,California,Alameda,3,25,39,Good,06-001-0007,37.687526,-121.784217
85,California,Alameda,3,26,36,Good,06-001-0007,37.687526,-121.784217
86,California,Alameda,3,27,46,Good,06-001-0007,37.687526,-121.784217
87,California,Alameda,3,28,45,Good,06-001-0007,37.687526,-121.784217
88,California,Alameda,3,29,41,Good,06-001-0007,37.687526,-121.784217
89,California,Alameda,3,30,36,Good,06-001-0007,37.687526,-121.784217
90,California,Alameda,3,31,31,Good,06-001-0011,37.814781,-122.282347
91,California,Alameda,4,1,37,Good,06-001-0007,37.687526,-121.784217
92,California,Alameda,4,2,36,Good,06-001-0007,37.687526,-121.784217
93,California,Alameda,4,3,34,Good,06-001-0007,37.687526,-121.784217
94,California,Alameda,4,4,30,Good,06-001-2001,37.654456,-122.031547
95,California,Alameda,4,5,35,Good,06-001-0011,37.814781,-122.282347
96,California,Alameda,4,6,36,Good,06-001-0007,37.687526,-121.784217
97,California,Alameda,4,7,38,Good,06-001-0007,37.687526,-121.784217
98,California,Alameda,4,8,33,Good,06-001-0007,37.687526,-121.784217
99,California,Alameda,4,9,31,Good,06-001-0013,37.864767,-122.302741
100,California,Alameda,4,10,35,Good,06-001-2001,37.654456,-122.031547
101,California,Alameda,4,11,33,Good,06-001-0011,37.814781,-122.282347
102,California,Alameda,4,12,52,Moderate,06-001-0013,37.864767,-122.302741
103,California,Alameda,4,13,53,Moderate,06-001-0013,37.864767,-122.302741
104,California,Alameda,4,14,45,Good,06-001-0007,37.687526,-121.784217
105,California,Alameda,4,15,52,Moderate,06-001-0013,37.864767,-122.302741
106,California,Alameda,4,16,28,Good,06-001-0007,37.687526,-121.784217
107,California,Alameda,4,17,35,Good,06-001-2001,37.654456,-122.031547
108,California,Alameda,4,18,40,Good,06-001-0011,37.814781,-122.282347
109,California,Alameda,4,19,38,Good,06-001-0011,37.814781,-122.282347
110,California,Alameda,4,20,38,Good,06-001-0007,37.687526,-121.784217
111,California,Alameda,4,21,35,Good,06-001-0007,37.687526,-121.784217
112,California,Alameda,4,22,36,Good,06-001-0007,37.687526,-121.784217
113,California,Alameda,4,23,37,Good,06-001-0007,37.687526,-121.784217
114,California,Alameda,4,24,52,Moderate,06-001-0013,37.864767,-122.302741
115,California,Alameda,4,25,42,Good,06-001-0007,37.687526,-121.784217
116,California,Alameda,4,26,37,Good,06-001-2001,37.654456,-122.031547
117,California,Alameda,4,27,41,Good,06-001-0007,37.687526,-121.784217
118,California,Alameda,4,28,39,Good,06-001-0007,37.687526,-121.784217
119,California,Alameda,4,29,26,Good,06-001-2001,37.654456,-122.031547
120,California,Alameda,4,30,44,Good,06-001-0007,37.687526,-121.784217
121,California,Alameda,5,1,46,Good,06-001-0007,37.687526,-121.784217
122,California,Alameda,5,2,31,Good,06-001-2001,37.654456,-122.031547
123,California,Alameda,5,3,44,Good,06-001-0007,37.687526,-121.784217
124,California,Alameda,5,4,50,Good,06-001-0007,37.687526,-121.784217
125,California,Alameda,5,5,39,Good,06-001-0007,37.687526,-121.784217
126,California,Alameda,5,6,47,Good,06-001-0007,37.687526,-121.784217
127,California,Alameda,5,7,57,Moderate,06-001-0013,37.864767,-122.302741
128,California,Alameda,5,8,93,Moderate,06-001-0007,37.687526,-121.784217
129,California,Alameda,5,9,47,Good,06-001-0007,37.687526,-121.784217
130,California,Alameda,5,10,43,Good,06-001-0007,37.687526,-121.784217
131,California,Alameda,5,11,42,Good,06-001-0007,37.687526,-121.784217
132,California,Alameda,5,12,38,Good,06-001-0007,37.687526,-121.784217
133,California,Alameda,5,13,32,Good,06-001-0007,37.687526,-121.784217
134,California,Alameda,5,14,29,Good,06-001-0007,37.687526,-121.784217
135,California,Alameda,5,15,41,Good,06-001-0007,37.687526,-121.784217
136,California,Alameda,5,16,30,Good,06-001-2001,37.654456,-122.031547
137,California,Alameda,5,17,32,Good,06-001-0011,37.814781,-122.282347
138,California,Alameda,5,18,36,Good,06-001-0007,37.687526,-121.784217
139,California,Alameda,5,19,35,Good,06-001-0007,37.687526,-121.784217
140,California,Alameda,5,20,36,Good,06-001-0007,37.687526,-121.784217
141,California,Alameda,5,21,35,Good,06-001-0013,37.864767,-122.302741
142,California,Alameda,5,22,42,Good,06-001-0013,37.864767,-122.302741
143,California,Alameda,5,23,52,Moderate,06-001-0013,37.864767,-122.302741
144,California,Alameda,5,24,55,Moderate,06-001-0013,37.864767,-122.302741
145,California,Alameda,5,25,57,Moderate,06-001-0013,37.864767,-122.302741
146,California,Alameda,5,26,58,Moderate,06-001-0007,37.687526,-121.784217
147,California,Alameda,5,27,53,Moderate,06-001-0013,37.864767,-122.302741
148,California,Alameda,5,28,45,Good,06-001-0007,37.687526,-121.784217
149,California,Alameda,5,29,35,Good,06-001-0007,37.687526,-121.784217
150,California,Alameda,5,30,29,Good,06-001-0011,37.814781,-122.282347
151,California,Alameda,5,31,29,Good,06-001-0007,37.687526,-121.784217
152,California,Alameda,6,1,44,Good,06-001-0013,37.864767,-122.302741
153,California,Alameda,6,2,61,Moderate,06-001-0007,37.687526,-121.784217
154,California,Alameda,6,3,71,Moderate,06-001-0007,37.687526,-121.784217
155,California,Alameda,6,4,63,Moderate,06-001-0013,37.864767,-122.302741
156,California,Alameda,6,5,44,Good,06-001-0013,37.864767,-122.302741
157,California,Alameda,6,6,31,Good,06-001-2001,37.654456,-122.031547
158,California,Alameda,6,7,30,Good,06-001-0007,37.687526,-121.784217
159,California,Alameda,6,8,33,Good,06-001-0007,37.687526,-121.784217
160,California,Alameda,6,9,44,Good,06-001-0007,37.687526,-121.784217
161,California,Alameda,6,10,37,Good,06-001-0007,37.687526,-121.784217
162,California,Alameda,6,11,28,Good,06-001-0013,37.864767,-122.302741
163,California,Alameda,6,12,32,Good,06-001-0007,37.687526,-121.784217
164,California,Alameda,6,13,31,Good,06-001-0007,37.687526,-121.784217
165,California,Alameda,6,14,26,Good,06-001-0007,37.687526,-121.784217
166,California,Alameda,6,15,30,Good,06-001-0013,37.864767,-122.302741
167,California,Alameda,6,16,35,Good,06-001-0007,37.687526,-121.784217
168,California,Alameda,6,17,38,Good,06-001-0013,37.864767,-122.302741
169,California,Alameda,6,18,61,Moderate,06-001-0013,37.864767,-122.302741
170,California,Alameda,6,19,46,Good,06-001-0007,37.687526,-121.784217
171,California,Alameda,6,20,32,Good,06-001-0015,37.701222,-121.903019
172,California,Alameda,6,21,33,Good,06-001-0013,37.864767,-122.302741
173,California,Alameda,6,22,44,Good,06-001-0007,37.687526,-121.784217
174,California,Alameda,6,23,44,Good,06-001-0007,37.687526,-121.784217
175,California,Alameda,6,24,41,Good,06-001-0007,37.687526,-121.784217
176,California,Alameda,6,25,38,Good,06-001-0007,37.687526,-121.784217
177,California,Alameda,6,26,41,Good,06-001-0007,37.687526,-121.784217
178,California,Alameda,6,27,37,Good,06-001-0015,37.701222,-121.903019
179,California,Alameda,6,28,56,Moderate,06-001-0013,37.864767,-122.302741
180,California,Alameda,6,29,58,Moderate,06-001-0013,37.864767,-122.302741
181,California,Alameda,6,30,60,Moderate,06-001-0013,37.864767,-122.302741
182,California,Alameda,7,1,52,Moderate,06-001-0013,37.864767,-122.302741
183,California,Alameda,7,2,41,Good,06-001-0013,37.864767,-122.302741
184,California,Alameda,7,3,48,Good,06-001-0009,37.743065,-122.169935
185,California,Alameda,7,4,115,Unhealthy for Sensitive Groups,06-001-0009,37.743065,-122.169935
186,California,Alameda,7,5,78,Moderate,06-001-0009,37.743065,-122.169935
187,California,Alameda,7,6,39,Good,06-001-0011,37.814781,-122.282347
188,California,Alameda,7,7,49,Good,06-001-0013,37.864767,-122.302741
189,California,Alameda,7,8,51,Moderate,06-001-0013,37.864767,-122.302741
190,California,Alameda,7,9,55,Moderate,06-001-0013,37.864767,-122.302741
191,California,Alameda,7,10,42,Good,06-001-0007,37.687526,-121.784217
192,California,Alameda,7,11,52,Moderate,06-001-0013,37.864767,-122.302741
193,California,Alameda,7,12,58,Moderate,06-001-0007,37.687526,-121.784217
194,California,Alameda,7,13,55,Moderate,06-001-0013,37.864767,-122.302741
195,California,Alameda,7,14,47,Good,06-001-0013,37.864767,-122.302741
196,California,Alameda,7,15,39,Good,06-001-0007,37.687526,-121.784217
197,California,Alameda,7,16,36,Good,06-001-0007,37.687526,-121.784217
198,California,Alameda,7,17,40,Good,06-001-0007,37.687526,-121.784217
199,California,Alameda,7,18,47,Good,06-001-0007,37.687526,-121.784217
200,California,Alameda,7,19,31,Good,06-001-0007,37.687526,-121.784217
201,California,Alameda,7,20,29,Good,06-001-0007,37.687526,-121.784217
202,California,Alameda,7,21,29,Good,06-001-0007,37.687526,-121.784217
203,California,Alameda,7,22,30,Good,06-001-0007,37.687526,-121.784217
204,California,Alameda,7,23,31,Good,06-001-0007,37.687526,-121.784217
205,California,Alameda,7,24,38,Good,06-001-0015,37.701222,-121.903019
206,California,Alameda,7,25,42,Good,06-001-0009,37.743065,-122.169935
207,California,Alameda,7,26,41,Good,06-001-0007,37.687526,-121.784217
208,California,Alameda,7,27,42,Good,06-001-0007,37.687526,-121.784217
209,California,Alameda,7,28,55,Moderate,06-001-0012,37.793624,-122.263376
210,California,Alameda,7,29,38,Good,06-001-0007,37.687526,-121.784217
211,California,Alameda,7,30,37,Good,06-001-0007,37.687526,-121.784217
212,California,Alameda,7,31,31,Good,06-001-0007,37.687526,-121.784217
213,California,Alameda,8,1,30,Good,06-001-0007,37.687526,-121.784217
214,California,Alameda,8,2,29,Good,06-001-0007,37.687526,-121.784217
215,California,Alameda,8,3,36,Good,06-001-0013,37.864767,-122.302741
216,California,Alameda,8,4,35,Good,06-001-0013,37.864767,-122.302741
217,California,Alameda,8,5,38,Good,06-001-0013,37.864767,-122.302741
218,California,Alameda,8,6,36,Good,06-001-0013,37.864767,-122.302741
219,California,Alameda,8,7,52,Moderate,06-001-0013,37.864767,-122.302741
220,California,Alameda,8,8,44,Good,06-001-0009,37.743065,-122.169935
221,California,Alameda,8,9,43,Good,06-001-0015,37.701222,-121.903019
222,California,Alameda,8,10,34,Good,06-001-0007,37.687526,-121.784217
223,California,Alameda,8,11,32,Good,06-001-0007,37.687526,-121.784217
224,California,Alameda,8,12,44,Good,06-001-0007,37.687526,-121.784217
225,California,Alameda,8,13,67,Moderate,06-001-0007,37.687526,-121.784217
226,California,Alameda,8,14,61,Moderate,06-001-2001,37.654456,-122.031547
227,California,Alameda,8,15,64,Moderate,06-001-0007,37.687526,-121.784217
228,California,Alameda,8,16,71,Moderate,06-001-0007,37.687526,-121.784217
229,California,Alameda,8,17,53,Moderate,06-001-0007,37.687526,-121.784217
230,California,Alameda,8,18,63,Moderate,06-001-0007,37.687526,-121.784217
231,California,Alameda,8,19,162,Unhealthy,06-001-0015,37.701222,-121.903019
232,California,Alameda,8,20,155,Unhealthy,06-001-0007,37.687526,-121.784217
233,California,Alameda,8,21,148,Unhealthy for Sensitive Groups,06-001-0007,37.687526,-121.784217
234,California,Alameda,8,22,135,Unhealthy for Sensitive Groups,06-001-0015,37.701222,-121.903019
235,California,Alameda,8,23,174,Unhealthy,06-001-0007,37.687526,-121.784217
236,California,Alameda,8,24,156,Unhealthy,06-001-0015,37.701222,-121.903019
237,California,Alameda,8,25,93,Moderate,06-001-0015,37.701222,-121.903019
238,California,Alameda,8,26,54,Moderate,06-001-0015,37.701222,-121.903019
239,California,Alameda,8,27,39,Good,06-001-0007,37.687526,-121.784217
240,California,Alameda,8,28,97,Moderate,06-001-0015,37.701222,-121.903019
241,California,Alameda,8,29,79,Moderate,06-001-0007,37.687526,-121.784217
242,California,Alameda,8,30,67,Moderate,06-001-0007,37.687526,-121.784217
243,California,Alameda,8,31,73,Moderate,06-001-0013,37.864767,-122.302741
244,California,Alameda,9,1,70,Moderate,06-001-0015,37.701222,-121.903019
245,California,Alameda,9,2,62,Moderate,06-001-0015,37.701222,-121.903019
246,California,Alameda,9,3,95,Moderate,06-001-0013,37.864767,-122.302741
247,California,Alameda,9,4,67,Moderate,06-001-0013,37.864767,-122.302741
248,California,Alameda,9,5,129,Unhealthy for Sensitive Groups,06-001-2001,37.654456,-122.031547
249,California,Alameda,9,6,166,Unhealthy,06-001-2001,37.654456,-122.031547
250,California,Alameda,9,7,109,Unhealthy for Sensitive Groups,06-001-0007,37.687526,-121.784217
251,California,Alameda,9,8,114,Unhealthy for Sensitive Groups,06-001-0007,37.687526,-121.784217
252,California,Alameda,9,9,96,Moderate,06-001-0013,37.864767,-122.302741
253,California,Alameda,9,10,185,Unhealthy,06-001-0013,37.864767,-122.302741
254,California,Alameda,9,11,218,Very Unhealthy,06-001-0009,37.743065,-122.169935
255,California,Alameda,9,12,185,Unhealthy,06-001-0007,37.687526,-121.784217
256,California,Alameda,9,13,179,Unhealthy,06-001-0013,37.864767,-122.302741
257,California,Alameda,9,14,183,Unhealthy,06-001-0009,37.743065,-122.169935
258,California,Alameda,9,15,96,Moderate,06-001-0015,37.701222,-121.903019
259,California,Alameda,9,16,33,Good,06-001-0007,37.687526,-121.784217
260,California,Alameda,9,17,20,Good,06-001-0015,37.701222,-121.903019
261,California,Alameda,9,18,33,Good,06-001-0015,37.701222,-121.903019
262,California,Alameda,9,19,44,Good,06-001-0015,37.701222,-121.903019
263,California,Alameda,9,20,70,Moderate,06-001-0007,37.687526,-121.784217
264,California,Alameda,9,21,66,Moderate,06-001-0015,37.701222,-121.903019
265,California,Alameda,9,22,36,Good,06-001-0007,37.687526,-121.784217
266,California,Alameda,9,23,27,Good,06-001-0007,37.687526,-121.784217
267,California,Alameda,9,24,30,Good,06-001-0007,37.687526,-121.784217
268,California,Alameda,9,25,50,Good,06-001-0013,37.864767,-122.302741
269,California,Alameda,9,26,44,Good,06-001-0015,37.701222,-121.903019
270,California,Alameda,9,27,59,Moderate,06-001-0011,37.814781,-122.282347
271,California,Alameda,9,28,75,Moderate,06-001-0007,37.687526,-121.784217
272,California,Alameda,9,29,87,Moderate,06-001-0007,37.687526,-121.784217
273,California,Alameda,9,30,122,Unhealthy for Sensitive Groups,06-001-0007,37.687526,-121.784217
274,California,Alameda,10,1,155,Unhealthy,06-001-0015,37.701222,-121.903019
275,California,Alameda,10,2,176,Unhealthy,06-001-0015,37.701222,-121.903019
276,California,Alameda,10,3,146,Unhealthy for Sensitive Groups,06-001-0015,37.701222,-121.903019
277,California,Alameda,10,4,53,Moderate,06-001-0009,37.743065,-122.169935
278,California,Alameda,10,5,100,Moderate,06-001-2001,37.654456,-122.031547
279,California,Alameda,10,6,68,Moderate,06-001-0015,37.701222,-121.903019
280,California,Alameda,10,7,89,Moderate,06-001-0009,37.743065,-122.169935
281,California,Alameda,10,8,65,Moderate,06-001-0013,37.864767,-122.302741
282,California,Alameda,10,9,22,Good,06-001-2001,37.654456,-122.031547
283,California,Alameda,10,10,23,Good,06-001-2001,37.654456,-122.031547
284,California,Alameda,10,11,38,Good,06-001-0012,37.793624,-122.263376
285,California,Alameda,10,12,45,Good,06-001-0013,37.864767,-122.302741
286,California,Alameda,10,13,46,Good,06-001-0015,37.701222,-121.903019
287,California,Alameda,10,14,49,Good,06-001-0013,37.864767,-122.302741
288,California,Alameda,10,15,52,Moderate,06-001-0013,37.864767,-122.302741
289,California,Alameda,10,16,42,Good,06-001-2001,37.654456,-122.031547
290,California,Alameda,10,17,58,Moderate,06-001-2001,37.654456,-122.031547
291,California,Alameda,10,18,61,Moderate,06-001-2001,37.654456,-122.031547
292,California,Alameda,10,19,49,Good,06-001-0009,37.743065,-122.169935
293,California,Alameda,10,20,46,Good,06-001-0009,37.743065,-122.169935
294,California,Alameda,10,21,53,Moderate,06-001-0013,37.864767,-122.302741
295,California,Alameda,10,22,54,Moderate,06-001-0009,37.743065,-122.169935
296,California,Alameda,10,23,45,Good,06-001-0015,37.701222,-121.903019
297,California,Alameda,10,24,45,Good,06-001-0015,37.701222,-121.903019
298,California,Alameda,10,25,43,Good,06-001-0009,37.743065,-122.169935
299,California,Alameda,10,26,60,Moderate,06-001-0015,37.701222,-121.903019
300,California,Alameda,10,27,42,Good,06-001-2001,37.654456,-122.031547
301,California,Alameda,10,28,60,Moderate,06-001-0007,37.687526,-121.784217
302,California,Alameda,10,29,75,Moderate,06-001-0011,37.814781,-122.282347
303,California,Alameda,10,30,80,Moderate,06-001-0007,37.687526,-121.784217
304,California,Alameda,10,31,80,Moderate,06-001-2001,37.654456,-122.031547
305,California,Alameda,11,1,79,Moderate,06-001-0007,37.687526,-121.784217
306,California,Alameda,11,2,68,Moderate,06-001-0015,37.701222,-121.903019
307,California,Alameda,11,3,54,Moderate,06-001-0015,37.701222,-121.903019
308,California,Alameda,11,4,36,Good,06-001-0015,37.701222,-121.903019
309,California,Alameda,11,5,43,Good,06-001-0007,37.687526,-121.784217
310,California,Alameda,11,6,37,Good,06-001-2001,37.654456,-122.031547
311,California,Alameda,11,7,35,Good,06-001-0007,37.687526,-121.784217
312,California,Alameda,11,8,45,Good,06-001-0012,37.793624,-122.263376
313,California,Alameda,11,9,36,Good,06-001-0012,37.793624,-122.263376
314,California,Alameda,11,10,31,Good,06-001-0013,37.864767,-122.302741
315,California,Alameda,11,11,35,Good,06-001-0015,37.701222,-121.903019
316,California,Alameda,11,12,51,Moderate,06-001-0013,37.864767,-122.302741
317,California,Alameda,11,13,33,Good,06-001-0015,37.701222,-121.903019
318,California,Alameda,11,14,45,Good,06-001-0013,37.864767,-122.302741
319,California,Alameda,11,15,55,Moderate,06-001-0012,37.793624,-122.263376
320,California,Alameda,11,16,51,Moderate,06-001-0012,37.793624,-122.263376
321,California,Alameda,11,17,36,Good,06-001-2001,37.654456,-122.031547
322,California,Alameda,11,18,31,Good,06-001-0007,37.687526,-121.784217
323,California,Alameda,11,19,32,Good,06-001-0009,37.743065,-122.169935
324,California,Alameda,11,20,40,Good,06-001-0013,37.864767,-122.302741
325,California,Alameda,11,21,63,Moderate,06-001-0011,37.814781,-122.282347
326,California,Alameda,11,22,67,Moderate,06-001-0013,37.864767,-122.302741
327,California,Alameda,11,23,33,Good,06-001-0015,37.701222,-121.903019
328,California,Alameda,11,24,38,Good,06-001-0013,37.864767,-122.302741
329,California,Alameda,11,25,30,Good,06-001-0007,37.687526,-121.784217
330,California,Alameda,11,26,35,Good,06-001-0009,37.743065,-122.169935
331,California,Alameda,11,27,45,Good,06-001-0011,37.814781,-122.282347
332,California,Alameda,11,28,59,Moderate,06-001-0011,37.814781,-122.282347
333,California,Alameda,11,29,83,Moderate,06-001-0012,37.793624,-122.263376
334,California,Alameda,11,30,60,Moderate,06-001-0007,37.687526,-121.784217
335,California,Alameda,12,1,60,Moderate,06-001-0011,37.814781,-122.282347
336,California,Alameda,12,2,58,Moderate,06-001-0007,37.687526,-121.784217
337,California,Alameda,12,3,80,Moderate,06-001-0012,37.793624,-122.263376
338,California,Alameda,12,4,100,Moderate,06-001-0012,37.793624,-122.263376
339,California,Alameda,12,5,83,Moderate,06-001-0011,37.814781,-122.282347
340,California,Alameda,12,6,68,Moderate,06-001-0012,37.793624,-122.263376
341,California,Alameda,12,7,42,Good,06-001-0011,37.814781,-122.282347
342,California,Alameda,12,8,49,Good,06-001-0013,37.864767,-122.302741
343,California,Alameda,12,9,72,Moderate,06-001-0013,37.864767,-122.302741
344,California,Alameda,12,10,68,Moderate,06-001-0011,37.814781,-122.282347
345,California,Alameda,12,11,33,Good,06-001-0009,37.743065,-122.169935
346,California,Alameda,12,12,29,Good,06-001-0013,37.864767,-122.302741
347,California,Alameda,12,13,30,Good,06-001-0015,37.701222,-121.903019
348,California,Alameda,12,14,33,Good,06-001-0013,37.864767,-122.302741
349,California,Alameda,12,15,50,Good,06-001-0012,37.793624,-122.263376
350,California,Alameda,12,16,65,Moderate,06-001-0009,37.743065,-122.169935
351,California,Alameda,12,17,35,Good,06-001-0009,37.743065,-122.169935
352,California,Alameda,12,18,36,Good,06-001-0013,37.864767,-122.302741
353,California,Alameda,12,19,57,Moderate,06-001-0015,37.701222,-121.903019
354,California,Alameda,12,20,66,Moderate,06-001-0012,37.793624,-122.263376
355,California,Alameda,12,21,66,Moderate,06-001-0013,37.864767,-122.302741
356,California,Alameda,12,22,40,Good,06-001-0013,37.864767,-122.302741
357,California,Alameda,12,23,38,Good,06-001-0015,37.701222,-121.903019
358,California,Alameda,12,24,82,Moderate,06-001-0007,37.687526,-121.784217
359,California,Alameda,12,25,67,Moderate,06-001-0015,37.701222,-121.903019
360,California,Alameda,12,26,35,Good,06-001-0013,37.864767,-122.302741
361,California,Alameda,12,27,38,Good,06-001-0012,37.793624,-122.263376
362,California,Alameda,12,28,35,Good,06-001-0013,37.864767,-122.302741
363,California,Alameda,12,29,43,Good,06-001-0011,37.814781,-122.282347
364,California,Alameda,12,30,31,Good,06-001-0015,37.701222,-121.903019
365,California,Alameda,12,31,55,Moderate,06-001-0009,37.743065,-122.169935
366,California,Amador,1,1,25,Good,06-005-0002,38.342606,-120.764426
367,California,Amador,1,2,18,Good,06-005-0002,38.342606,-120.764426
368,California,Amador,1,3,19,Good,06-005-0002,38.342606,-120.764426
369,California,Amador,1,8,23,Good,06-005-0002,38.342606,-120.764426
370,California,Amador,1,9,25,Good,06-005-0002,38.342606,-120.764426
371,California,Amador,1,10,19,Good,06-005-0002,38.342606,-120.764426
372,California,Amador,1,11,28,Good,06-005-0002,38.342606,-120.764426
373,California,Amador,1,12,21,Good,06-005-0002,38.342606,-120.764426
374,California,Amador,1,13,30,Good,06-005-0002,38.342606,-120.764426
375,California,Amador,1,14,30,Good,06-005-0002,38.342606,-120.764426
376,California,Amador,1,15,25,Good,06-005-0002,38.342606,-120.764426
